CODIGO_CLIENTE	NOME_CLIENTE	DATA_NASCIMENTO	EMAIL	TELEFONE_CELULAR	UF
823	Isa I823	23/01/1995	isa i823@email.com	81999999221	PE
824	Isa I824	24/01/1995	isa i824@email.com	81999999226	PE
825	Isa I825	25/01/1995	isa i825@email.com	81999999231	PE
826	Isa I826	26/01/1995	isa i826@email.com	81999999236	PE
827	Isa I827	27/01/1995	isa i827@email.com	81999999241	PE
828	Isa I828	28/01/1995	isa i828@email.com	81999999246	PE
829	Isa I829	29/01/1995	isa i829@email.com	81999999251	PE
830	Isa I830	30/01/1995	isa i830@email.com	81999999256	PE
831	Isa I831	31/01/1995	isa i831@email.com	81999999261	PE
832	Isa I832	01/02/1995	isa i832@email.com	81999999266	PE
833	Isa I833	02/02/1995	isa i833@email.com	81999999271	PE
834	Isa I834	03/02/1995	isa i834@email.com	81999999276	PE
835	Isa I835	04/02/1995	isa i835@email.com	81999999281	PE
836	Isa I836	05/02/1995	isa i836@email.com	81999999286	PE
837	Isa I837	06/02/1995	isa i837@email.com	81999999291	PE
838	Isa I838	07/02/1995	isa i838@email.com	81999999296	PE
839	Isa I839	08/02/1995	isa i839@email.com	81999999301	PE
840	Isa I840	09/02/1995	isa i840@email.com	81999999306	PE
841	Isa I841	10/02/1995	isa i841@email.com	81999999311	PE
842	Isa I842	11/02/1995	isa i842@email.com	81999999316	PE
843	Isa I843	12/02/1995	isa i843@email.com	81999999321	PE
844	Isa I844	13/02/1995	isa i844@email.com	81999999326	PE
845	Isa I845	14/02/1995	isa i845@email.com	81999999331	PE
846	Isa I846	15/02/1995	isa i846@email.com	81999999336	PE
847	Isa I847	16/02/1995	isa i847@email.com	81999999341	PE
848	Isa I848	17/02/1995	isa i848@email.com	81999999346	PE
849	Isa I849	18/02/1995	isa i849@email.com	81999999351	PE
850	Isa I850	19/02/1995	isa i850@email.com	81999999356	PE
851	Isa I851	20/02/1995	isa i851@email.com	81999999361	PE
852	Isa I852	21/02/1995	isa i852@email.com	81999999366	PE
853	Isa I853	22/02/1995	isa i853@email.com	81999999371	PE
854	Isa I854	23/02/1995	isa i854@email.com	81999999376	PE
855	Isa I855	24/02/1995	isa i855@email.com	81999999381	PE
856	Isa I856	25/02/1995	isa i856@email.com	81999999386	PE
857	Isa I857	26/02/1995	isa i857@email.com	81999999391	PE
858	Isa I858	27/02/1995	isa i858@email.com	81999999396	PE
859	Isa I859	28/02/1995	isa i859@email.com	81999999401	PE
860	Isa I860	01/03/1995	isa i860@email.com	81999999406	PE
861	Isa I861	02/03/1995	isa i861@email.com	81999999411	PE
862	Isa I862	03/03/1995	isa i862@email.com	81999999416	PE
863	Isa I863	04/03/1995	isa i863@email.com	81999999421	PE
864	Isa I864	05/03/1995	isa i864@email.com	81999999426	PE
865	Isa I865	06/03/1995	isa i865@email.com	81999999431	PE
866	Isa I866	07/03/1995	isa i866@email.com	81999999436	PE
867	Isa I867	08/03/1995	isa i867@email.com	81999999441	PE
868	Isa I868	09/03/1995	isa i868@email.com	81999999446	PE
869	Isa I869	10/03/1995	isa i869@email.com	81999999451	PE
870	Isa I870	11/03/1995	isa i870@email.com	81999999456	PE
871	Isa I871	12/03/1995	isa i871@email.com	81999999461	PE
872	Isa I872	13/03/1995	isa i872@email.com	81999999466	PE
873	Isa I873	14/03/1995	isa i873@email.com	81999999471	PE
874	Isa I874	15/03/1995	isa i874@email.com	81999999476	PE
875	Isa I875	16/03/1995	isa i875@email.com	81999999481	PE
876	Isa I876	17/03/1995	isa i876@email.com	81999999486	PE
877	Isa I877	18/03/1995	isa i877@email.com	81999999491	PE
878	Isa I878	19/03/1995	isa i878@email.com	81999999496	PE
879	Isa I879	20/03/1995	isa i879@email.com	81999999501	PE
880	Isa I880	21/03/1995	isa i880@email.com	81999999506	PE
881	Isa I881	22/03/1995	isa i881@email.com	81999999511	PE
882	Isa I882	23/03/1995	isa i882@email.com	81999999516	PE
883	Isa I883	24/03/1995	isa i883@email.com	81999999521	PE
884	Isa I884	25/03/1995	isa i884@email.com	81999999526	PE
885	Isa I885	26/03/1995	isa i885@email.com	81999999531	PE
886	Isa I886	27/03/1995	isa i886@email.com	81999999536	PE
887	Isa I887	28/03/1995	isa i887@email.com	81999999541	PE
888	Isa I888	29/03/1995	isa i888@email.com	81999999546	PE
889	Isa I889	30/03/1995	isa i889@email.com	81999999551	PE
890	Isa I890	31/03/1995	isa i890@email.com	81999999556	PE
891	Isa I891	01/04/1995	isa i891@email.com	81999999561	PE
892	Isa I892	02/04/1995	isa i892@email.com	81999999566	PE
893	Isa I893	03/04/1995	isa i893@email.com	81999999571	PE
894	Isa I894	04/04/1995	isa i894@email.com	81999999576	PE
895	Isa I895	05/04/1995	isa i895@email.com	81999999581	PE
896	Isa I896	06/04/1995	isa i896@email.com	81999999586	PE
897	Isa I897	07/04/1995	isa i897@email.com	81999999591	PE
898	Isa I898	08/04/1995	isa i898@email.com	81999999596	PE
899	Isa I899	09/04/1995	isa i899@email.com	81999999601	PE
900	Isa I900	10/04/1995	isa i900@email.com	81999999606	PE
